Group,Genome,K00002,K00003,K00005,K00007,K00008,K00009,K00010,K00013,K00014,K00015,K00016,K00018,K00019,K00020,K00021,K00023,K00024,K00027,K00029,K00030,K00031,K00032,K00033,K00035,K00057,K00065,K00091,K00097,K00128,K00208,K00228,K00231,K00287,K00311,K00320,K00341,K00383,K00392,K00411,K00413,K00432,K00457,K00459,K00477,K00483,K00537,K00558,K00560,K00568,K00571
sponge,IRC1_bin_10,0,1.786,0,0,3.571,0,1.786,1.786,1.786,1.786,0,0,0,0,0,0,1.786,0,1.786,0,1.786,1.786,1.786,0,0,1.786,1.786,1.786,3.571,1.786,0,1.786,0,0,3.571,3.571,0,1.786,0,0,0,0,0,0,0,0,1.786,0,0,55.357
sponge,RHO1_bin_81,0,9.091,0,0,0,0,0,9.091,0,9.091,0,0,0,0,0,9.091,9.091,0,0,0,0,0,0,0,9.091,0,0,0,0,0,0,0,0,9.091,0,9.091,0,9.091,0,0,0,9.091,0,0,0,0,0,0,0,9.091
sponge,IRC_PAM_SB0666_bin_22,0,0,0,0,8.0,0,0,4.0,4.0,4.0,0,0,0,4.0,4.0,0,4.0,0,0,8.0,4.0,0,0,0,4.0,0,4.0,0,8.0,4.0,4.0,4.0,4.0,0,0,0,4.0,4.0,0,0,0,4.0,0,0,0,0,4.0,4.0,0,4.0
sponge,COS4_bin_36,0,3.226,0,0,0,0,3.226,3.226,3.226,3.226,0,0,0,0,0,0,3.226,0,3.226,0,3.226,0,3.226,0,0,0,3.226,0,3.226,3.226,0,0,0,0,12.903,6.452,0,0,0,0,0,0,0,0,0,0,0,0,3.226,38.71
sponge,COS4_bin_22,0,5.556,0,0,5.556,0,16.667,5.556,5.556,0,0,0,0,0,0,0,5.556,0,0,5.556,0,0,5.556,0,5.556,11.111,5.556,0,0,0,0,0,0,0,0,5.556,0,0,0,0,5.556,0,0,5.556,0,5.556,0,0,0,0
sponge,IRC1_bin_38,0,4.348,0,0,0,0,4.348,4.348,4.348,0,0,0,0,8.696,0,4.348,4.348,0,0,0,4.348,0,0,0,4.348,8.696,0,0,0,4.348,0,4.348,0,0,8.696,8.696,0,0,0,0,0,0,0,4.348,0,4.348,4.348,0,0,8.696
seawater,seawater_seasim_SB9152_S1_bin_8,0,2.326,0,0,0,0,0,2.326,2.326,4.651,0,0,6.977,6.977,0,0,2.326,0,9.302,0,0,0,0,0,2.326,2.326,2.326,6.977,2.326,4.651,2.326,0,2.326,0,9.302,2.326,2.326,0,2.326,2.326,2.326,0,6.977,0,4.651,0,0,2.326,2.326,0
sponge,COS36386_bin_12,0,4.762,0,0,0,0,0,4.762,0,0,0,0,0,0,0,0,9.524,0,0,0,4.762,0,0,0,4.762,0,0,0,0,4.762,0,4.762,0,4.762,0,4.762,0,4.762,0,0,0,4.762,0,0,4.762,0,9.524,0,4.762,23.81
sponge,IRC_PAM_SB0666_bin_9,0,4.545,0,0,4.545,0,4.545,4.545,4.545,4.545,0,4.545,0,4.545,0,0,4.545,0,4.545,0,4.545,0,4.545,0,0,9.091,0,0,4.545,4.545,0,0,0,0,9.091,9.091,0,0,0,0,0,0,0,0,0,0,4.545,0,0,4.545
sponge,IRC_PAM_SB0665_bin_10,0,2.128,0,0,4.255,0,8.511,2.128,2.128,2.128,0,2.128,2.128,8.511,0,2.128,2.128,0,2.128,0,2.128,0,2.128,2.128,2.128,2.128,0,4.255,6.383,4.255,2.128,2.128,0,2.128,0,2.128,2.128,0,2.128,2.128,0,4.255,0,0,0,0,8.511,0,2.128,4.255
sponge,IRC_PAM_SB0661_bin_45,0,2.941,0,0,2.941,0,0,2.941,2.941,2.941,0,0,0,8.824,0,0,2.941,2.941,0,0,2.941,0,0,0,2.941,2.941,2.941,0,0,2.941,0,0,0,0,11.765,5.882,0,0,0,0,0,0,2.941,0,20.588,2.941,2.941,0,0,8.824
sponge,RHO2_bin_64,0,0,3.448,0,10.345,0,10.345,3.448,3.448,10.345,3.448,6.897,0,0,0,0,3.448,0,0,0,3.448,0,3.448,0,0,0,3.448,0,0,0,0,3.448,0,0,0,0,0,3.448,0,0,0,0,0,20.69,0,0,3.448,0,0,3.448
sponge,IRC4_bin_15,0,1.818,0,0,3.636,0,1.818,1.818,1.818,1.818,0,0,0,0,0,0,1.818,0,1.818,0,1.818,1.818,1.818,0,0,1.818,1.818,1.818,3.636,0,0,1.818,0,0,3.636,3.636,0,1.818,0,0,0,0,0,0,0,0,1.818,0,0,56.364
sponge,CAR3_bin_7,0,5.556,0,0,5.556,0,5.556,5.556,5.556,0,0,0,0,0,0,0,5.556,0,0,0,5.556,0,0,0,5.556,0,0,0,0,5.556,0,5.556,0,0,5.556,11.111,0,0,0,0,0,0,0,0,0,0,5.556,0,0,22.222
sponge,APA_bin_58,0,5.263,0,0,0,0,0,5.263,0,0,0,0,0,0,0,5.263,10.526,0,0,0,0,0,0,0,5.263,0,0,0,0,0,0,5.263,0,0,0,5.263,0,5.263,0,0,0,5.263,5.263,0,0,0,26.316,0,0,15.789
sponge,IRC4_bin_29,2.857,0,0,0,0,0,0,2.857,2.857,0,2.857,0,0,0,0,0,2.857,0,2.857,0,2.857,0,0,0,2.857,0,0,2.857,0,2.857,2.857,0,2.857,0,0,2.857,0,2.857,0,0,0,2.857,0,0,0,0,17.143,2.857,0,37.143
sponge,IRC_PAM_SB0668_bin_13,0,3.571,3.571,0,0,0,0,3.571,3.571,0,0,0,0,0,0,0,0,0,0,0,3.571,0,3.571,0,3.571,0,0,3.571,3.571,3.571,3.571,0,0,0,0,0,3.571,3.571,0,0,0,0,0,0,0,0,17.857,0,0,35.714
sponge,STY3_bin_1,0,2.941,0,0,0,0,0,0,2.941,0,0,2.941,0,2.941,0,0,2.941,0,2.941,0,2.941,0,0,0,2.941,0,0,5.882,2.941,2.941,2.941,0,2.941,2.941,0,0,2.941,0,2.941,2.941,0,0,0,0,2.941,0,0,2.941,2.941,38.235
sponge,APA_bin_70,0,1.852,0,0,1.852,0,5.556,1.852,1.852,1.852,0,0,1.852,5.556,0,1.852,3.704,0,1.852,0,1.852,0,1.852,0,0,1.852,0,3.704,3.704,3.704,1.852,0,0,1.852,0,1.852,1.852,0,1.852,1.852,0,0,0,0,3.704,0,24.074,0,1.852,12.963
sponge,COS2_bin_7,0,3.704,0,0,3.704,0,3.704,3.704,3.704,7.407,0,0,0,0,0,0,3.704,0,3.704,0,3.704,0,3.704,0,0,3.704,3.704,0,0,3.704,0,3.704,0,0,18.519,7.407,0,3.704,0,0,0,0,0,0,0,0,3.704,0,0,11.111
sponge,CAR2_bin_14,0,3.571,0,0,0,0,0,3.571,3.571,0,0,0,0,14.286,0,7.143,3.571,0,3.571,0,3.571,0,3.571,0,3.571,0,0,7.143,3.571,3.571,3.571,0,3.571,3.571,0,3.571,3.571,0,3.571,3.571,0,0,0,3.571,0,0,0,3.571,3.571,0
sponge,GCF_000743705,0,3.03,0,0,0,0,3.03,3.03,3.03,3.03,0,0,3.03,9.091,0,3.03,3.03,0,6.061,0,3.03,0,0,0,3.03,0,0,3.03,15.152,6.061,3.03,0,0,3.03,0,3.03,3.03,0,3.03,3.03,0,3.03,0,0,0,3.03,3.03,0,3.03,0
sponge,RHO3_bin_20,0,4.762,0,0,0,0,0,4.762,4.762,0,0,0,0,4.762,0,0,4.762,0,0,0,4.762,0,4.762,0,4.762,0,4.762,0,0,0,0,4.762,0,0,0,14.286,0,4.762,0,0,4.762,0,0,0,0,4.762,9.524,0,0,14.286
sponge,RHO3_bin_34,0,6.25,0,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,6.25,0,0,6.25,0,0,6.25,0,6.25,6.25,0,0,6.25,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,18.75
seawater,seawater_seasim_SB9153_S2_bin_13,0,3.125,0,0,0,0,0,3.125,6.25,0,0,3.125,0,0,0,0,3.125,3.125,3.125,3.125,3.125,0,0,0,3.125,0,3.125,3.125,15.625,3.125,0,3.125,3.125,0,3.125,3.125,3.125,0,0,0,3.125,3.125,3.125,0,0,6.25,0,3.125,3.125,3.125
seawater,seawater_seasim_SB9155_S4_bin_12,0,3.448,0,0,0,0,0,3.448,3.448,3.448,0,3.448,0,0,0,0,3.448,3.448,3.448,3.448,3.448,0,0,0,3.448,0,3.448,3.448,17.241,0,0,3.448,3.448,0,3.448,0,3.448,0,0,0,0,3.448,3.448,0,0,6.897,0,3.448,3.448,3.448
sponge,RHO3_bin_24,0,2.439,0,2.439,0,0,4.878,2.439,2.439,2.439,0,0,4.878,7.317,0,2.439,2.439,0,2.439,0,2.439,0,0,0,0,2.439,0,4.878,7.317,4.878,2.439,0,0,2.439,0,2.439,2.439,0,2.439,2.439,0,0,0,0,2.439,0,14.634,0,2.439,7.317
sponge,GCA_002007405,0,4.545,0,0,0,0,0,4.545,4.545,0,0,0,0,0,0,0,0,0,4.545,0,4.545,0,0,0,4.545,0,0,4.545,0,4.545,4.545,0,4.545,0,0,4.545,4.545,0,4.545,4.545,0,0,0,0,0,4.545,4.545,4.545,4.545,18.182
sponge,RHO3_bin_18,0,2.439,0,0,0,0,2.439,2.439,2.439,0,0,0,0,4.878,0,0,2.439,2.439,0,0,2.439,0,0,0,2.439,0,0,0,2.439,2.439,0,2.439,0,0,26.829,4.878,0,0,0,0,0,0,0,4.878,2.439,2.439,17.073,0,0,9.756
sponge,COS2_bin_3,0,5.556,0,0,0,0,0,5.556,5.556,0,0,0,0,5.556,0,0,5.556,0,0,0,5.556,0,5.556,0,5.556,0,5.556,0,0,0,0,5.556,0,0,0,16.667,0,5.556,0,0,5.556,0,0,0,0,0,5.556,0,0,11.111
sponge,Aquimarina_spAU58,0,10.526,0,0,0,0,0,5.263,5.263,0,0,0,0,0,0,0,5.263,0,5.263,0,5.263,0,0,0,5.263,0,0,5.263,10.526,5.263,5.263,0,5.263,0,0,0,0,5.263,0,0,0,10.526,0,0,0,5.263,0,5.263,0,0
seawater,seawater_42618_bin_25,0,3.704,0,0,0,0,0,3.704,11.111,3.704,0,0,3.704,14.815,0,3.704,3.704,0,3.704,0,3.704,0,0,0,3.704,0,0,0,0,3.704,3.704,0,3.704,0,0,0,3.704,0,0,3.704,7.407,3.704,0,0,0,3.704,0,3.704,3.704,0
sponge,CAR2_bin_10,0,2.439,0,0,4.878,0,0,2.439,2.439,2.439,0,0,2.439,4.878,0,2.439,2.439,0,2.439,0,2.439,0,0,0,2.439,0,0,2.439,4.878,4.878,2.439,0,0,2.439,0,2.439,2.439,0,2.439,2.439,0,0,0,0,0,0,12.195,0,2.439,24.39
sponge,COS36404_bin_8,0,4.167,0,0,4.167,4.167,0,4.167,4.167,4.167,0,0,0,8.333,0,0,4.167,4.167,0,0,4.167,0,4.167,0,4.167,0,0,0,0,4.167,0,0,0,0,16.667,8.333,0,0,0,0,0,0,0,0,0,0,4.167,4.167,0,8.333
sponge,GCF_900143565,2.703,2.703,0,0,0,0,2.703,2.703,2.703,2.703,2.703,2.703,2.703,5.405,0,2.703,2.703,0,5.405,0,2.703,0,2.703,0,2.703,2.703,0,2.703,8.108,8.108,2.703,0,2.703,2.703,0,2.703,2.703,0,2.703,0,0,2.703,2.703,0,0,2.703,0,2.703,2.703,0
sponge,APA_bin_48,0,0,0,0,4.545,0,13.636,4.545,4.545,9.091,0,4.545,4.545,4.545,0,0,4.545,0,0,4.545,0,0,0,0,4.545,4.545,0,0,0,4.545,0,0,0,0,0,13.636,0,0,0,0,0,0,0,0,0,0,9.091,0,0,4.545
sponge,IRC_PAM_SB0672_bin_21,0,0,0,0,0,0,0,0,4.762,4.762,0,0,0,0,0,0,0,0,4.762,4.762,4.762,0,0,0,4.762,0,0,4.762,14.286,0,0,0,0,0,0,4.762,0,0,0,0,0,0,4.762,0,0,0,33.333,0,0,9.524
sponge,CAR3_bin_3,0,3.448,0,0,3.448,0,3.448,3.448,3.448,3.448,0,0,0,0,0,0,3.448,0,0,0,3.448,0,0,0,3.448,0,0,0,0,3.448,0,3.448,0,0,17.241,6.897,0,0,0,0,0,0,0,3.448,0,3.448,20.69,0,0,10.345
sponge,IRC4_bin_11,0,2.564,0,0,2.564,0,0,2.564,2.564,5.128,0,0,0,5.128,0,0,2.564,0,0,0,2.564,0,2.564,0,2.564,7.692,2.564,0,0,2.564,0,0,0,0,7.692,5.128,0,0,0,0,0,0,2.564,0,10.256,0,2.564,0,0,28.205
sponge,APA_bin_74,0,3.846,0,0,0,0,3.846,3.846,3.846,0,0,0,0,0,0,0,3.846,0,0,0,3.846,0,0,0,3.846,7.692,0,0,11.538,3.846,0,3.846,0,0,7.692,7.692,0,0,0,0,0,0,0,3.846,0,3.846,11.538,0,0,11.538
sponge,IRC4_bin_39,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,6.25,0,6.25,0,0,6.25,6.25,0,0,0,6.25,0,0,6.25,18.75,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,6.25
sponge,CLI1_bin_4,0,4.545,0,0,0,0,0,4.545,4.545,0,0,0,0,4.545,0,0,4.545,0,0,0,4.545,0,0,0,0,0,0,4.545,9.091,9.091,4.545,0,0,4.545,0,4.545,0,0,4.545,0,0,0,0,0,4.545,0,0,0,4.545,22.727
sponge,IRC_PAM_SB0661_bin_55,0,0,0,0,0,0,0,3.448,3.448,0,0,0,0,3.448,0,0,6.897,0,0,0,3.448,0,0,0,3.448,6.897,0,0,0,0,0,3.448,0,0,10.345,6.897,0,0,0,0,0,0,0,0,3.448,3.448,24.138,0,0,17.241
sponge,IRC_PAM_SB0661_bin_41,0,0,0,0,0,0,0,6.667,6.667,0,0,0,0,0,0,0,6.667,0,0,6.667,6.667,0,0,0,6.667,0,0,6.667,20.0,0,0,6.667,0,6.667,0,6.667,0,0,0,0,0,0,0,0,0,0,6.667,0,0,6.667
sponge,COS4_bin_4,0,3.03,0,0,0,0,0,3.03,3.03,3.03,0,6.061,0,9.091,0,0,3.03,0,3.03,0,3.03,0,0,0,3.03,3.03,0,3.03,9.091,3.03,3.03,0,3.03,3.03,0,3.03,3.03,0,3.03,3.03,0,0,3.03,3.03,3.03,3.03,3.03,3.03,3.03,0
sponge,RHO2_bin_60,0,4.0,0,0,8.0,0,0,4.0,4.0,8.0,0,0,0,12.0,0,0,4.0,4.0,0,8.0,0,0,0,0,4.0,4.0,4.0,0,0,0,0,0,0,0,8.0,8.0,0,0,0,0,0,0,0,0,4.0,0,4.0,0,0,8.0
sponge,IRC_PAM_SB0677_bin_2,0,2.778,0,0,0,0,2.778,2.778,2.778,2.778,0,2.778,0,13.889,0,5.556,2.778,0,5.556,0,2.778,0,0,0,2.778,0,0,2.778,8.333,2.778,2.778,0,2.778,2.778,0,2.778,2.778,0,2.778,2.778,0,0,0,2.778,2.778,2.778,2.778,2.778,2.778,0
sponge,RHO1_bin_8,0,4.348,0,0,0,0,0,4.348,4.348,0,0,0,4.348,13.043,0,0,4.348,4.348,0,4.348,0,0,4.348,0,4.348,4.348,0,0,4.348,4.348,0,4.348,0,0,4.348,8.696,0,0,0,0,0,0,0,0,0,0,4.348,0,0,13.043
sponge,GCF_000156235,2.564,2.564,2.564,0,0,0,2.564,2.564,2.564,2.564,2.564,2.564,2.564,5.128,0,2.564,2.564,0,5.128,0,2.564,0,2.564,0,2.564,2.564,0,2.564,7.692,7.692,2.564,0,2.564,2.564,0,2.564,2.564,0,2.564,0,0,2.564,2.564,0,0,2.564,2.564,2.564,2.564,0
sponge,RHO1_bin_85,0,0,0,0,0,0,0,3.846,0,7.692,0,0,0,7.692,0,0,3.846,0,3.846,0,3.846,0,0,0,3.846,7.692,3.846,0,3.846,3.846,0,0,0,3.846,0,0,3.846,0,3.846,3.846,0,0,3.846,0,3.846,7.692,3.846,0,3.846,7.692
sponge,IRC1_bin_14,0,0,0,0,0,0,0,5.882,5.882,5.882,0,0,0,5.882,0,0,5.882,0,5.882,5.882,5.882,0,0,0,5.882,0,0,5.882,11.765,5.882,0,5.882,0,5.882,0,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882
sponge,COS4_bin_26,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,5.0,5.0,0,5.0,15.0,0,0,0,0,5.0,5.0,5.0,5.0,0,0,0,0,0,5.0,0,10.0,0,10.0,5.0,5.0,0
sponge,GCA_000522425,0,2.128,0,0,2.128,0,2.128,2.128,2.128,6.383,0,0,0,10.638,0,0,2.128,2.128,0,0,2.128,0,0,0,2.128,8.511,0,0,0,2.128,0,2.128,0,0,19.149,4.255,0,0,0,0,0,2.128,0,0,23.404,0,0,0,0,2.128
sponge,COS4_bin_32,0,3.03,0,0,6.061,0,6.061,3.03,6.061,3.03,0,0,0,0,0,0,3.03,0,3.03,0,3.03,3.03,3.03,0,0,3.03,3.03,3.03,6.061,3.03,0,3.03,0,0,9.091,6.061,0,3.03,0,0,0,0,0,0,0,0,3.03,0,0,15.152
sponge,IRC_PAM_SB0668_bin_6,0,3.448,0,0,0,0,0,3.448,3.448,0,0,0,0,10.345,0,0,3.448,0,0,0,3.448,0,0,0,3.448,13.793,0,0,3.448,3.448,0,3.448,0,0,20.69,6.897,0,0,0,0,0,0,0,0,3.448,3.448,3.448,0,0,6.897
sponge,COS36404_bin_19,0,0,0,0,0,0,0,6.667,0,0,0,0,0,0,0,6.667,6.667,0,0,0,6.667,0,0,0,6.667,0,0,0,0,6.667,0,6.667,0,6.667,0,0,0,6.667,6.667,0,0,6.667,0,0,6.667,0,0,0,0,20.0
sponge,RHO1_bin_52,0,5.556,0,0,0,0,0,5.556,5.556,0,0,0,0,0,0,0,5.556,0,0,0,5.556,0,0,0,5.556,0,0,5.556,5.556,5.556,5.556,0,5.556,0,0,5.556,0,0,5.556,5.556,0,0,0,0,0,5.556,5.556,5.556,5.556,0
sponge,RHO1_bin_46,0,0,0,0,4.348,0,4.348,4.348,4.348,4.348,0,0,0,4.348,4.348,0,4.348,0,0,0,4.348,0,4.348,0,4.348,0,4.348,4.348,4.348,4.348,0,4.348,4.348,0,0,4.348,0,0,0,0,0,0,0,0,0,0,8.696,4.348,0,8.696
sponge,IRC_PAM_SB0665_bin_5,0,2.381,0,0,0,0,2.381,2.381,2.381,0,0,0,0,7.143,0,4.762,2.381,2.381,0,0,2.381,0,0,0,2.381,0,2.381,0,2.381,2.381,0,2.381,0,0,40.476,4.762,0,0,0,0,0,0,0,2.381,2.381,2.381,4.762,0,0,2.381
sponge,IRC3_bin_3,0,0,0,0,4.167,0,4.167,4.167,4.167,4.167,0,0,0,4.167,4.167,0,4.167,0,0,0,4.167,0,4.167,0,4.167,0,4.167,4.167,4.167,4.167,0,4.167,4.167,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,4.167,0,20.833
sponge,GCA_003635315,0,3.125,0,0,18.75,0,3.125,3.125,3.125,0,0,3.125,0,0,0,0,0,0,0,0,0,0,3.125,0,0,6.25,3.125,0,0,0,0,3.125,3.125,0,0,6.25,0,3.125,0,0,0,0,0,9.375,0,0,0,3.125,0,25.0
sponge,RHO2_bin_1,0,2.128,0,0,2.128,0,8.511,2.128,2.128,4.255,0,0,0,10.638,0,2.128,4.255,0,6.383,0,2.128,0,2.128,0,0,2.128,0,6.383,4.255,4.255,2.128,0,0,2.128,0,2.128,2.128,0,2.128,2.128,0,2.128,0,0,2.128,0,10.638,0,2.128,4.255
sponge,IRC3_bin_2,0,3.846,0,0,0,0,0,3.846,3.846,0,0,0,0,0,0,0,3.846,0,0,0,3.846,0,0,0,3.846,0,0,3.846,7.692,3.846,3.846,0,3.846,3.846,0,3.846,3.846,0,3.846,0,0,0,7.692,0,0,3.846,15.385,3.846,3.846,3.846
sponge,IRC_PAM_SB0665_bin_4,0,2.857,0,0,0,0,2.857,2.857,2.857,0,0,0,0,5.714,0,2.857,2.857,2.857,0,0,2.857,0,0,0,2.857,0,0,0,5.714,2.857,0,5.714,0,0,37.143,5.714,0,0,0,0,0,0,0,2.857,2.857,2.857,0,0,0,2.857
sponge,RHO1_bin_53,0,4.167,0,0,0,0,0,4.167,4.167,0,0,0,0,4.167,0,0,4.167,0,0,4.167,4.167,0,0,0,4.167,0,0,0,8.333,0,0,0,4.167,4.167,4.167,4.167,4.167,0,4.167,4.167,4.167,4.167,0,0,0,4.167,12.5,0,4.167,0
sponge,IRC_PAM_SB0677_bin_19,0,0,0,0,0,0,0,5.263,5.263,0,0,0,0,0,0,0,5.263,0,5.263,5.263,5.263,0,0,0,5.263,0,0,5.263,15.789,0,0,0,0,5.263,0,5.263,0,0,0,0,0,0,5.263,0,0,0,15.789,0,0,10.526
sponge,IRC_PAM_SB0668_bin_7,0,4.0,0,0,0,0,4.0,4.0,4.0,0,0,0,0,8.0,0,0,4.0,4.0,0,4.0,4.0,0,0,0,0,0,0,0,0,4.0,0,4.0,0,0,8.0,8.0,0,0,0,0,0,0,0,0,4.0,4.0,12.0,0,0,16.0
sponge,COS4_bin_27,0,11.765,0,0,0,0,0,5.882,0,0,0,0,0,11.765,0,0,11.765,0,0,0,5.882,0,0,0,5.882,0,0,0,0,5.882,0,11.765,0,5.882,0,11.765,0,0,0,0,0,5.882,0,0,0,0,0,0,5.882,0
sponge,IRC1_bin_15,0,0,2.703,0,8.108,0,10.811,2.703,2.703,16.216,0,0,0,2.703,2.703,0,2.703,0,2.703,0,2.703,0,2.703,0,0,0,0,2.703,2.703,2.703,0,0,0,0,2.703,5.405,0,0,0,0,0,0,0,10.811,0,0,0,0,0,13.514
sponge,COS36386_bin_17,0,4.167,0,0,4.167,4.167,0,0,8.333,8.333,0,0,4.167,8.333,0,0,4.167,0,0,0,4.167,0,4.167,0,0,0,0,0,0,4.167,0,0,0,0,12.5,8.333,0,0,0,0,0,0,0,0,0,0,0,4.167,0,16.667
sponge,RHO1_bin_9,0,5.556,0,0,0,0,0,5.556,5.556,11.111,0,0,0,0,0,0,5.556,0,0,5.556,0,0,5.556,0,5.556,5.556,0,0,5.556,5.556,0,0,0,0,0,11.111,0,0,0,0,0,0,0,0,0,0,5.556,0,0,16.667
sponge,COS4_bin_5,0,5.882,0,0,0,0,0,5.882,5.882,0,0,0,0,5.882,0,0,5.882,0,0,0,5.882,0,5.882,0,5.882,0,5.882,0,0,0,0,5.882,0,0,0,17.647,0,5.882,0,0,5.882,0,0,0,0,0,5.882,0,0,5.882
sponge,IRC_PAM_SB0661_bin_40,0,0,0,0,0,0,0,0,7.692,0,0,0,0,0,0,0,0,0,0,7.692,7.692,0,0,0,7.692,0,0,7.692,15.385,0,0,7.692,0,7.692,0,7.692,0,0,0,0,0,0,0,0,0,0,7.692,0,0,15.385
sponge,RHO2_bin_49,0,0,0,0,0,0,0,5.882,5.882,0,0,0,0,0,0,0,5.882,0,0,5.882,5.882,0,0,0,5.882,0,0,5.882,11.765,0,0,5.882,0,5.882,0,5.882,0,0,0,0,0,0,0,0,0,0,23.529,0,0,5.882
seawater,seawater_seasim_SB9153_S2_bin_2,0,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.091,0,9.091,0,18.182,0,0,0,9.091,0,0,0,0,9.091,0,0,0,0,0,0,0,0,9.091,9.091,0,0,0,0,0,9.091,0,0,9.091,0
sponge,APA_bin_61,0,2.941,0,0,0,0,0,2.941,2.941,0,0,0,2.941,2.941,0,5.882,2.941,0,2.941,2.941,2.941,0,2.941,0,2.941,0,0,2.941,2.941,0,2.941,0,2.941,2.941,0,2.941,2.941,0,2.941,2.941,8.824,2.941,2.941,0,0,5.882,8.824,2.941,2.941,0
sponge,IRC4_bin_38,0,3.571,0,0,0,0,0,3.571,3.571,0,0,0,0,3.571,0,0,7.143,0,0,0,0,0,0,0,3.571,7.143,0,0,0,3.571,0,7.143,0,0,10.714,7.143,0,0,0,0,0,0,0,0,3.571,3.571,21.429,0,0,10.714
sponge,IRC4_bin_10,0,3.03,0,0,0,0,3.03,3.03,3.03,0,0,0,3.03,6.061,0,0,3.03,3.03,0,0,3.03,0,0,0,3.03,0,0,0,0,3.03,0,3.03,0,0,6.061,6.061,0,0,0,0,3.03,0,0,9.091,0,3.03,24.242,0,0,9.091
sponge,CAR3_bin_2,0,5.0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,5.0,0,0,0,5.0,0,0,0,5.0,0,0,5.0,5.0,5.0,5.0,0,5.0,5.0,0,5.0,5.0,0,5.0,0,0,0,10.0,0,0,0,5.0,5.0,5.0,5.0
sponge,COS36404_bin_9,0,4.0,0,0,0,0,0,4.0,4.0,0,0,0,0,12.0,0,0,4.0,4.0,0,4.0,4.0,0,0,0,0,0,0,0,0,4.0,0,4.0,0,0,12.0,4.0,0,0,0,0,0,0,4.0,0,12.0,0,12.0,0,0,8.0
seawater,seawater_seasim_SB9152_S1_bin_12,0,0,0,0,0,0,0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0
sponge,SPOO_karimiCosta_FZLR01,0,2.273,0,0,0,0,0,2.273,2.273,2.273,0,0,0,9.091,0,2.273,2.273,0,4.545,0,2.273,0,0,0,2.273,0,2.273,4.545,9.091,4.545,2.273,0,0,4.545,0,0,2.273,0,2.273,2.273,0,2.273,9.091,0,4.545,2.273,2.273,0,2.273,11.364
sponge,CAR2_bin_11,0,2.941,0,0,0,0,0,2.941,2.941,0,0,0,0,0,0,2.941,2.941,0,2.941,0,2.941,0,0,0,2.941,0,2.941,2.941,0,2.941,2.941,2.941,2.941,2.941,2.941,2.941,2.941,0,2.941,2.941,0,0,0,0,0,0,5.882,2.941,2.941,29.412
sponge,COS2_bin_2,0,3.704,0,0,0,0,3.704,3.704,3.704,0,0,0,0,3.704,0,0,3.704,0,0,0,3.704,0,0,0,3.704,3.704,0,0,7.407,3.704,0,7.407,0,0,7.407,7.407,0,0,0,0,0,0,0,0,0,3.704,18.519,0,0,11.111
sponge,RHO3_bin_19,0,2.703,0,0,0,0,0,2.703,2.703,0,0,0,0,0,0,2.703,2.703,0,2.703,0,2.703,0,0,0,2.703,0,2.703,2.703,0,2.703,2.703,2.703,2.703,2.703,10.811,2.703,2.703,0,2.703,2.703,0,2.703,0,0,2.703,2.703,8.108,2.703,2.703,16.216
sponge,RHO3_bin_25,0,5.556,0,0,0,0,0,5.556,5.556,5.556,0,0,5.556,5.556,0,0,5.556,0,0,0,0,0,0,0,5.556,11.111,0,0,0,5.556,0,0,0,0,11.111,11.111,0,0,0,0,0,0,0,0,0,0,5.556,0,0,11.111
sponge,COS2_bin_10,0,2.174,2.174,2.174,0,0,10.87,2.174,2.174,4.348,0,0,2.174,15.217,0,2.174,2.174,0,2.174,0,2.174,0,2.174,0,2.174,2.174,0,2.174,8.696,4.348,2.174,0,0,2.174,0,2.174,2.174,0,2.174,2.174,0,2.174,0,0,2.174,0,4.348,0,2.174,2.174
seawater,seawater_bettina_36308_bin_3,0,3.125,0,0,0,0,3.125,3.125,6.25,3.125,0,0,0,9.375,0,0,3.125,0,6.25,0,3.125,0,0,0,3.125,0,0,3.125,9.375,6.25,3.125,0,0,3.125,0,3.125,3.125,0,3.125,3.125,3.125,6.25,6.25,0,0,0,0,0,3.125,0
sponge,RHO3_bin_31,0,3.571,0,0,7.143,3.571,0,3.571,3.571,3.571,0,3.571,0,7.143,0,0,3.571,0,3.571,0,3.571,0,3.571,0,0,3.571,0,0,0,3.571,0,0,0,0,10.714,7.143,0,0,0,0,0,0,0,0,0,0,7.143,0,0,17.857
